Model,Load-1,Load-2,Load-3,Load-4,Load-5,Load-6,Load-7,Load-8,Load-9,Load-10,Load-11,Load-12,WorstLife
649,36458,13760,54000,64945,34879,55324,14243,4586,63457,71050,46968,39609,166476.812
650,75851,18730,27525,33631,19382,73566,24144,70127,49861,212,70086,2268,380921.25
651,38257,13309,4317,58422,17737,60630,4117,15579,69775,64276,63346,46897,62962.461
652,18297,24722,18528,44334,67703,78759,21551,33934,53293,28413,3938,53663,232058.844
653,56651,36334,19810,4699,77418,73201,49808,8736,71432,60623,29628,16283,54651.176
654,63075,16739,53809,1204,55304,77196,58570,57383,76614,5054,33060,869,182323.812
655,64516,54523,68216,24422,47272,57239,50752,76968,26117,56018,38707,4499,128087.844
656,39478,68546,29323,37190,25476,64879,17313,37263,38730,48926,35592,9748,616934.562
657,6219,9621,28153,38062,40804,21599,44087,66446,51768,24905,42672,45229,620040.625
658,42226,28917,29205,10265,28291,78000,64108,21364,44530,31056,32813,15068,203938.766
659,2645,69848,57101,69934,57556,69927,28932,11980,9742,8261,10570,71695,268077.812
660,30470,56761,23259,60704,31676,5502,30115,37769,10975,36177,1462,33754,99468
661,41611,17198,19518,70002,61053,7740,48105,21516,20118,36325,23127,59222,60833.555
662,75899,48732,14405,22996,45331,59807,52779,70187,1708,46683,14598,14295,1836886.875
663,14475,61738,20164,68564,5615,67452,11741,76029,56159,27137,44322,11923,46187.945
664,41292,32352,45365,49170,76912,4463,68595,49434,62153,51174,20765,37529,59361.918
665,25855,64383,19796,13401,29166,51693,21208,5529,75712,42484,40527,67031,747854.5
666,31975,65613,38964,30478,33770,25978,50712,23673,64340,74135,36261,6420,1049678.875
667,21644,54450,72516,25475,70951,58889,24779,17950,66726,37115,5453,75545,91180.141
668,49453,15963,45488,20798,51559,32136,29899,49274,40773,22965,68232,30518,499080
669,65682,17459,43908,39431,32914,9935,6937,55324,74016,79468,69229,59499,614585.188
670,568,1868,7668,12113,71970,77444,49585,71650,33951,69622,14444,46885,84482.969
671,55965,432,25650,43251,6472,18830,66749,12104,71089,26037,52764,39062,152774.969
672,48648,54336,66975,33668,6483,18182,59039,18136,53993,14308,76761,23045,89861.68
673,51884,57800,2729,54983,19243,33926,23605,2915,47757,6405,19374,12468,105333.594
674,28158,36802,2857,72712,27929,23232,26561,69259,50941,74469,19729,70887,21442.504
675,18121,66933,24011,57658,44195,13903,79598,14976,48978,69392,511,63573,223878.672
676,12503,78679,21917,61008,6902,422,58021,29886,21066,75445,36604,78697,53924.152
677,37545,46266,13745,20229,4062,48600,11994,51746,11143,1089,27819,76849,600151.125
678,12520,31940,3259,60689,79621,50839,73483,56761,50247,75836,55834,2714,75947.727
679,27337,77743,57812,7393,25178,69574,8480,64201,54342,75010,64059,58376,149885
680,10891,5206,65609,67673,42392,13342,43209,39135,1439,79001,74201,39542,111533.664
681,16928,52055,48452,47997,48721,39283,78203,46319,61857,26220,8714,53335,1230083.75
682,10338,37338,43951,35436,19565,67687,9723,37150,12338,79236,23269,11453,852418.062
683,21757,44957,44812,41825,56744,31920,25345,76121,57042,79473,71734,33243,683580.562
684,45129,33656,43436,1641,66849,31494,76329,31888,32116,5823,55294,2800,109695.609
685,65936,8614,54979,54229,15403,63381,6340,33002,60158,76498,46196,53847,267127.344
686,6668,11941,4197,17820,47191,60068,51605,46382,65025,33059,42941,24662,887656.312
687,11509,52426,20303,77780,60508,56424,50620,14764,57009,69976,3103,63310,57058.398
688,31063,79354,24048,65271,25824,78284,68845,48193,36103,43801,58290,72159,115188.508
689,39126,71488,62817,4155,54958,49134,70840,20992,31869,72174,51749,73594,172274.984
690,39333,69995,40765,12397,43051,16383,27060,26220,62083,27663,45495,17216,474813.594
691,25521,71547,13081,9171,38107,77204,60660,21960,36913,54533,10943,39488,240943.141
692,36076,28272,71336,28440,52185,5310,1682,50414,61207,63461,36994,16350,48765.457
693,48882,71829,22590,67048,19820,40075,22939,72825,36,58023,52280,26384,69383.992
694,40147,45941,72067,3594,17395,42431,64433,16048,5815,1595,70746,6529,29614.381
695,24934,41298,37269,61701,59778,37823,32698,36568,2220,26636,51481,79923,317097.156
696,26574,13530,30858,8418,6268,72339,54005,75080,44758,70466,54763,23733,391750.656
697,51108,51829,77245,2151,58393,19844,78811,41520,43435,78517,51794,47419,25843.664
698,59167,62143,15969,24109,24962,70919,15514,73125,3900,28508,6577,3385,532841.75
699,71496,33262,60684,20652,50558,16074,56955,29869,64322,17625,11162,60541,160587.406
700,3418,66138,48973,8750,20476,619,64963,54239,15544,53213,27069,6634,284317.188
701,3322,59578,25796,73163,54384,48496,72122,39089,52497,73868,64956,43688,88893.336
702,33397,2744,54702,69939,21305,69012,19136,74051,56557,50039,41426,14083,75625.086
703,23478,27733,63276,73125,7126,78122,23238,7767,12876,2459,3981,78647,62278.941
704,10107,27901,804,42906,64140,13045,44296,66341,25101,56602,17193,44131,127161.609
705,1778,51373,10838,20352,42171,79392,58583,35941,45088,52070,8330,30795,182932.406
706,21233,76164,59794,21994,56208,29078,31477,23381,46759,66168,56656,22547,222058.469
707,14153,36400,60779,37143,65425,66653,41314,31430,37988,73855,23286,46150,321498.312
708,197,51808,24566,60570,32519,45041,62874,47356,75223,46881,2613,10729,155471.016
709,42705,72537,7712,68360,34297,682,69988,14290,45574,29364,15127,75049,43470.488
710,37128,66562,14796,12528,49859,14517,6217,54993,18041,45728,9913,74491,242694.25
711,68739,48013,8407,61739,75119,29870,6000,35622,32674,46653,3133,51133,84021.406
712,74571,4542,23822,48159,47087,32363,48358,36052,24396,53642,64244,46990,379332.875
713,65061,74732,76351,471,69635,60716,4593,43726,58408,16661,13904,17616,40882.035
714,52939,70874,47837,34768,43469,18488,26998,7301,48453,44455,12860,252,528729.25
715,62209,23776,57989,76364,46762,58013,36070,36152,40726,53333,20408,52351,87334.227
716,39674,26214,36182,53019,31,27894,63470,52857,2845,29329,32448,50542,104991.523
717,54861,17325,47722,20129,34877,79472,29913,29351,9327,36349,21813,13187,157219.859
718,69870,14424,79929,67608,171,54593,66511,16049,22394,33281,1825,793,24890.705
719,51765,47292,22988,64497,27983,13633,73397,70034,46937,51216,52777,49850,72634.172
720,35199,7083,3317,59680,59952,49045,76650,53130,18421,23323,20311,17397,126327.023
721,71100,74495,5480,9957,23800,56066,42882,38374,46725,23013,36377,35385,146606.172
722,7443,19582,23217,61397,24313,44409,21747,28341,10270,20734,3851,7003,80870.734
723,818,6534,66724,12007,49846,18400,21303,16990,8283,4984,62249,30776,28814.096
724,2671,54275,28493,17638,69111,50487,30515,4303,1484,68563,35991,1439,140191.031
725,68049,37125,4628,70958,70660,58266,16302,45351,50382,23855,19728,47092,85787.195
726,39879,9414,55868,55272,64275,21488,73488,16980,7004,10982,54417,63035,368928.062
727,28396,21460,13189,24945,38458,38097,65130,48014,21103,35835,58564,37905,1557016
728,23499,37473,54510,48484,71868,52210,22642,79062,14709,27142,6546,1659,237107.922
729,38305,9422,40966,13810,11834,36271,10020,66198,24376,51597,20276,15627,268293.625
730,52113,6002,55591,27070,51934,72983,22764,72845,63854,47124,64900,9012,223743.328
731,74893,18828,42530,1506,25914,32081,67718,60878,57934,25665,71718,8153,293240.562
732,54338,14135,55089,55574,68919,68924,67595,13301,10291,26346,74618,7962,464050.125
733,50752,77030,48173,46247,49645,69664,63275,75809,37,55201,18530,64334,939706
734,37177,599,21012,18372,15566,64714,27448,68192,54977,57970,63137,33527,1235093.875
735,20828,38662,65528,4505,62973,70144,20108,64232,16390,46441,65007,31273,91817.781
736,42788,76931,25851,26210,52030,30879,53519,20810,48530,58304,14053,51467,148054.156
737,22906,50090,77747,73882,7793,76764,73956,4008,36192,47760,56640,61666,64670.672
738,59719,8251,66227,33868,41052,66607,64254,66388,68428,33822,65493,63542,87541.789
739,55143,22559,25702,9469,50161,2618,64016,9343,37286,12859,4708,57993,222517.078
740,69157,74044,4433,72370,23149,40366,41914,69645,13303,39072,64273,68725,33734.664
741,59457,60329,59522,22656,33998,15309,60907,47904,71567,65191,16728,53042,231067.469
742,12312,27532,43626,39498,56845,18469,47074,56124,27763,59128,75443,14312,457844.781
743,63272,54157,24383,62688,70061,79405,34940,18740,56521,39518,3122,78145,245478.172
744,31221,62824,3292,50466,29200,42876,14554,32158,27438,34914,43519,22477,217000.547
745,68164,18606,76835,40852,31549,231,56096,76487,50439,8517,77816,19873,26017.961
746,78479,32421,21372,55648,6570,17621,58664,61049,7130,41182,5390,55208,77064.43
747,69515,20556,19712,69933,23349,15582,30944,62280,37777,6457,53849,22619,29084.652
748,36913,48891,73556,9547,51183,71193,3185,52334,53051,75443,7908,10569,46483.477
749,76148,2528,56609,33883,15245,77593,3293,4952,26908,18039,18768,69635,137417.953
750,21514,31342,77892,52233,53771,20955,60616,64409,23209,47083,31219,55207,44648.477
751,79328,53113,14582,5821,17665,43195,76825,38639,67871,7369,74370,73780,1185728.75
752,65873,32294,35129,60106,13439,36986,26347,40473,50659,60685,626,42846,104078.75
753,69482,71856,63368,71385,27388,19750,79036,62610,72244,56444,14802,26895,100007.008
754,45548,29637,69017,3960,26425,52377,32341,12761,60375,78782,18539,52189,36184.305
755,61413,49924,47701,74000,36350,50184,77938,25226,43763,29105,79779,40387,88276.375
756,55452,70215,43379,71702,44311,25553,58911,50103,36594,37484,56811,37246,104847.734
757,56336,62789,30081,11527,30558,75345,18298,85,15399,57238,60129,17570,237814.359
758,70887,36975,79208,23978,33988,20042,4411,39126,33744,23711,36305,1468,20010.98
759,74745,10308,45495,66016,13579,23021,69083,21745,72134,67741,7952,41314,57309.727
760,53791,10943,2315,19292,41280,26448,46961,49557,32740,21473,21506,4161,727321
761,36375,75662,77526,67524,50773,54489,64710,18998,56576,59599,77803,15832,101211.82
762,68009,2381,45284,17873,46019,64500,55079,51140,23189,79602,14151,50255,394060.5
763,18024,62289,72368,36995,17982,39397,61275,40796,10463,42297,44957,72523,70993.281
764,41685,52990,21835,22055,9734,12718,9359,1479,72914,69682,1826,62426,861232
765,34053,51186,58391,13591,60944,29675,77555,14746,32847,34356,37770,73701,264813.656
766,78235,38051,26956,51660,8273,46588,61594,40540,79308,42428,21765,46298,188277
767,70166,40040,41425,41062,45415,30278,40397,61549,30523,30014,46106,20664,1412468.875
768,68681,23085,41083,36675,36734,40270,29179,12062,70229,69424,148,21202,1216550.875
769,14380,23191,49715,69752,40336,57330,8569,13690,3987,60675,27999,1904,114992.07
770,19492,21282,12121,25191,49381,48584,74216,73054,30165,33299,28744,190,901420.25
771,9353,5911,1034,50677,21358,50975,38144,27425,56043,38928,8964,4962,92911.93
772,1938,75348,73936,39489,49147,27382,46239,3272,21282,38962,50464,73420,80467.156
773,29900,11213,53376,75364,22901,70254,2403,40166,74564,12524,29318,23783,46917.316
774,47256,43056,34800,44651,75593,27942,6230,20138,12935,59182,6426,74537,70924.062
775,14623,5853,34023,1285,72971,74997,25495,42106,40857,50882,13864,14434,77493.992
776,6736,77312,21987,10884,70286,79603,64287,41236,67882,46744,33231,42928,108698.07
777,15507,35932,5186,28338,75406,60376,45534,71251,38172,19198,22094,68490,79942.695
778,33884,30904,52856,13874,58147,56297,5924,29620,41768,38221,8770,48181,326699.125
779,16088,32499,15205,41174,43167,35245,59425,59163,28167,42751,26428,61985,633009.375
780,61361,66298,55884,37968,31006,62513,65742,56927,71557,73929,6194,3389,649363.938
781,28799,6633,76563,35494,59747,20765,14650,27537,7803,50451,32487,31884,25786.365
782,18779,77676,57655,36203,32288,42290,27763,53819,47380,17017,28816,73873,174365.453
783,12065,29874,34138,71250,121,33071,12205,34393,18200,25054,5363,79152,21509.398
784,52779,18574,30078,57996,61344,30799,53681,39603,37328,3952,19393,21828,304277.844
785,79998,4750,45719,36255,31550,1054,78786,48558,21831,34193,25402,63672,388584.312
786,17874,77693,22906,68240,48977,2350,59932,16350,17378,57604,11774,67866,85547.188
787,76364,923,10501,39842,63189,29009,17413,30370,9629,54154,47538,13770,162898.703
788,64155,11769,57430,37316,31776,10052,66086,60622,47934,30849,1845,28740,164300.281
789,78938,44703,68659,56054,71479,58255,49002,62375,79585,55230,47368,6844,259759.062
790,15787,45519,18097,9029,42502,882,69279,16157,44195,25303,71952,62766,401928
791,37817,9639,55019,79331,26045,60891,79564,19128,39726,73913,1236,40959,36556.52
792,29652,37905,12657,57974,68446,60047,15440,75490,73830,61691,60045,68937,304822.719
793,41171,54575,29652,33878,49796,13468,13755,14173,41946,64144,13316,24370,502333.438
794,32983,42681,10243,56643,29065,6743,54883,49431,39752,57591,48918,52115,92207.805
795,61041,12055,66749,10384,77976,76430,57081,12030,65601,21603,72343,61893,74871.672
796,59929,60229,71264,38809,27018,12002,5767,8440,61186,2418,73880,77703,77769.391
797,71236,77392,56545,64069,16062,32119,44677,38652,9809,41235,74285,65244,158086.719
798,3045,59992,27066,57501,27485,54826,67360,48482,21198,54264,26179,7486,225980.234
799,26304,60954,75044,65660,26690,33388,55363,3849,22641,3475,26930,6809,91326.203
800,48063,67095,52747,59355,21539,47214,65306,40259,54326,19535,74694,35964,293294.875
801,67255,24505,64597,29125,9138,49043,63854,74350,10954,30297,36204,68798,81110.641
802,9277,16126,39959,55846,35472,26454,38673,48856,436,50195,65825,37577,206573.156
803,75445,6452,10940,50152,25588,14060,64276,43949,43913,44373,43071,46251,110367.797
804,44416,74850,21530,10909,5565,32801,68757,74141,66912,43702,42449,4676,147801.609
805,59003,21664,60381,50017,36470,60323,6856,5317,76602,35649,36633,7013,265868.688
806,61944,612,46764,6565,13493,41777,44394,67553,11651,11946,25439,18686,130335.688
807,35904,39323,22063,26127,14039,65288,39071,29778,39429,64927,6252,61430,1341801
808,32043,77812,46890,15380,42854,52918,60278,79245,3865,70523,68360,31587,147238.328
809,46489,13897,65723,15716,58812,24145,39653,62205,28029,49902,24974,7240,64006.703
810,22977,60534,35914,3387,29928,37312,19034,55507,43295,21659,75768,59445,893717.562
811,30675,30547,76951,11298,24096,52845,45074,1458,2204,12883,15007,19763,18087
812,29399,54145,13585,24486,55759,7596,66225,46777,33214,27681,73513,46100,232861.891
813,44666,60657,41458,54293,41853,35165,66809,45411,59093,6691,19572,12948,523925.5
814,5420,54845,6576,56083,50545,74572,53896,76420,70145,26738,64692,31571,282197.344
815,39780,51785,18909,78125,78482,23009,65766,79268,25932,29423,22930,38844,58756.059
816,53799,16280,61357,45056,8138,45795,26084,39788,33646,1370,5331,6231,128091.109
817,39845,42762,30237,74307,48592,3482,18630,34205,52042,24038,26850,40222,43462.445
818,50575,1099,18201,36653,73508,16069,13315,46367,60287,72611,29832,48037,43820.312
819,34586,57592,49744,48829,28349,45309,59576,7340,43978,42250,2582,12375,777844.562
820,6670,21933,61200,61988,16566,5049,24872,30546,52753,32254,27218,75050,90190.367
821,12511,7124,26677,64054,4001,37186,31233,68789,23806,43044,77804,71910,34495.898
822,27082,22746,1396,55169,46809,27192,31737,54056,31131,54009,59556,66897,128719.375
823,77976,55283,62108,49805,39628,8420,12348,71763,3375,25234,20198,22735,309792.281
824,32164,2323,13963,37590,6190,71991,42351,653,37919,57886,1650,28914,295606.062
825,64989,26718,10467,51466,28051,10305,31094,29183,63307,56778,24738,57043,118287.07
826,11416,53424,9821,74528,32599,13479,57220,8695,52765,6212,57617,25894,24721.615
827,19903,32713,39649,5750,76232,22168,63906,77188,29620,70131,75822,56696,36506.141
828,69276,15394,77030,53091,49203,66676,32481,46424,11362,52616,51738,29604,47522.008
829,33779,13109,3668,13575,39162,48806,16103,42837,66551,10258,73119,59941,1093577.75
830,29878,44219,45109,11163,40068,54938,4480,44874,40492,17362,64956,34902,630994.875
831,9131,3206,9139,65136,68940,49932,75690,49862,20718,10356,40605,62457,91535.688
832,34188,25505,46939,42100,27534,1410,48734,18096,18649,51005,52061,43770,513284.688
833,22215,76241,43629,54999,42589,27974,6345,78998,50255,22839,74545,798,210335.297
834,9362,62242,43056,2115,75729,33207,47961,48841,16297,51021,44258,48582,48671.316
835,70846,37384,8647,937,67908,74679,15463,62842,14060,50325,49569,134,114067.922
836,36551,68687,32809,42236,20603,21904,1704,1636,46752,45696,59259,79949,329611.344
837,38079,14517,51085,57296,49099,48340,74740,70447,35146,56410,18666,23271,443972.625
838,74796,71209,19486,74175,69550,74408,56295,71591,77969,54435,62488,78002,117679.289
839,21256,47231,62354,18617,72427,69102,1606,11708,1298,547,59385,23245,147813.547
840,19141,34756,57832,65595,73163,32403,8657,63450,52410,67522,71014,36977,178980.594
841,27132,46052,101,52265,69384,7539,58198,5168,68518,11136,47948,3551,89759.891
842,67464,74250,37242,48769,62118,22116,33917,15701,69423,69354,35102,23596,320722.625
843,10393,51882,54088,4439,43054,22747,61933,4817,52941,3814,2336,21501,210633.828
844,62608,62309,78147,1783,64227,7568,71368,30273,59133,45767,30754,79515,25727.791
845,20961,60116,30848,36501,45355,38158,61236,50403,44287,26396,55724,54889,2025930
846,13293,52605,79495,8165,66844,50730,3425,78775,79533,8498,23261,4653,23835.666
847,12636,46671,33660,74739,19212,19271,15893,5467,5683,64507,47889,26434,27308.084
848,16143,24271,45546,31191,57841,60443,45558,71167,46977,59417,75164,33531,814105.062
849,23689,76095,66090,33745,32149,34478,49185,72978,78813,24473,29896,54334,175886.109
850,19883,20549,65233,5755,29596,28719,10685,59951,24068,58554,46706,23448,37049.414
851,59276,47960,34078,56604,55854,22742,72450,36164,59652,9075,39694,19354,409264.188
852,22709,34968,66861,2025,43691,42836,16041,76798,60611,53552,35227,34397,51304.129
853,27565,9925,38587,8723,70931,5560,8895,59850,68215,47147,29600,50777,28935.463
854,72933,42956,32199,53031,65902,63235,74646,52764,42172,34331,48047,34712,564390.562
855,11205,36640,78491,48431,13858,44770,31013,20808,34736,79068,4403,79019,29157.611
856,79269,38963,71026,78623,45787,30692,47090,40349,66891,3161,52873,24391,73701.727
857,79188,32007,31126,8975,8934,2729,63054,9465,59894,2879,39095,9754,769343.562
858,39403,10002,39053,27829,26238,17389,39769,38104,1228,60157,44753,26737,562107.812
859,71710,24302,45800,37544,72634,34389,74395,41188,27395,49737,76794,21255,136000.609
860,69162,27379,52607,57983,36993,3658,21393,41357,13573,24618,1637,60200,205007.438
861,48761,59904,43074,49228,20636,44876,79160,2852,57754,68676,57013,9138,547884.312
862,28106,8288,53192,25623,36925,303,9801,2670,38865,4162,52295,66752,134794
863,53798,64338,31569,68413,59077,51764,76482,31226,60523,57750,71081,54349,196968.641
864,39368,45907,75868,20585,514,25497,33614,22416,38253,59243,7262,75808,21554.086
865,48159,57821,36611,48227,18354,3193,53981,21536,22267,10093,14996,21391,271732.938
866,24640,11184,74295,19937,22567,18904,22166,11473,6507,73508,41147,2778,15982.416
867,36111,22351,60781,9115,19922,15163,57402,41239,14781,64485,17440,52966,58315.133
868,33997,52372,13704,60878,59681,6075,78888,49861,30583,8910,46843,13178,161043.125
869,11105,48740,57871,75437,23872,12611,24660,43280,78665,5258,66015,70868,42587.406
870,60313,49200,42452,34756,25085,44561,31092,4537,7756,63728,14896,78150,485279
871,15470,65310,25690,71600,51889,28857,6067,18726,49636,37506,45767,75561,79567.453
872,6354,40834,304,5332,29242,7873,33458,35409,14791,56996,20985,78773,369877.188
873,68202,48190,78423,4825,18141,56858,69840,54425,30602,19828,61367,25849,18056.057
874,21671,78457,74770,79399,44571,18353,2644,63942,42571,18635,19329,21618,62323.562
875,64983,59943,24828,39783,69220,30761,59836,17529,62315,45437,61753,19206,174073.141
876,79440,69920,77668,6067,33963,61200,54454,9683,14610,10368,21223,70521,29656.395
877,6142,68880,32161,21133,26240,9915,7293,75563,77082,49825,6436,67610,396856.219
878,5126,6333,78154,42847,43125,60837,52271,34156,5778,71223,65527,50424,22524.115
879,65509,19660,23571,48549,58628,57739,69288,18795,76842,59451,53635,22514,711045.125
880,32938,6508,45277,9099,36265,19441,70103,41800,13590,67718,51810,8181,205013.562
881,41580,61997,38423,45425,67329,54152,20457,38772,33173,72760,72442,30657,366102.094
882,40657,55518,28865,68878,21209,44654,23162,10683,15434,12291,52797,42951,67048.914
883,50589,45914,54224,27639,42586,26552,13056,13522,34385,30455,12488,28846,400484.281
884,10972,29124,16568,6891,30165,38773,66640,34535,2098,49548,74259,40410,1183338.5
885,59743,39792,23225,77646,45952,6148,34570,70826,22691,57584,48021,41686,27597.176
886,5405,14268,78651,37444,37328,8224,32136,67033,37594,49477,52809,8661,16235.486
887,30948,44600,63458,58890,74601,58838,34159,76649,52849,57120,12982,60540,245488.484
888,44213,64363,28979,20418,49435,52296,9374,51971,4342,14412,24146,38527,1019081.5
889,3679,76525,7941,64057,51268,53849,62773,12711,1957,32384,57282,844,124526.57
890,55327,3772,16737,52917,34891,65458,30517,3951,72120,78914,74416,40958,203988.297
891,40992,57580,79848,55528,60352,49519,8845,30471,31298,74585,71294,58021,57405.262
892,62065,1052,4216,16298,68154,28663,24230,54897,79532,60366,36888,75385,58386.457
893,33606,22403,78368,53793,7609,37514,21261,66888,77839,33580,19952,70164,25944.666
894,35027,47580,21909,8286,63505,46979,24268,66423,61095,37961,16224,27420,173615.188
895,79774,20132,27277,42501,3207,66079,22539,47011,41253,58623,26968,70907,319952.406
896,16940,30261,43995,27666,57599,25678,26089,66714,46151,71292,60845,62364,358911.281
897,33709,76631,30429,161,11819,74171,27576,6483,71372,16287,5979,10625,118444.508
898,58501,44313,63850,35576,28143,23153,50630,11436,70252,54052,9670,44327,155567.734
899,62973,1431,47404,35972,8630,48574,19253,36318,64429,45484,27606,30654,275139.75
900,59407,39193,74523,16768,36402,33237,52635,6921,26014,13375,44000,65115,34407.996
901,60533,75050,41848,25419,29946,18426,48730,3375,24867,47836,63089,21431,228181.406
902,76119,39012,47486,44021,64202,75146,4232,22038,20121,78816,40149,78206,375297.156
903,34191,39922,32892,20321,47981,33136,11609,36266,34938,48011,20314,46168,690656.562
904,576,79795,7985,38093,42198,44275,44253,36910,16630,31108,64557,52903,60484.855
905,34481,38572,78869,66313,68894,19875,1637,24926,37779,52209,76044,30737,59523.078
906,79667,64180,57392,40208,63568,1029,19800,7827,40838,66372,5640,32301,176147.328
907,22090,5759,36915,34127,72258,70862,17795,15810,2163,54054,2282,18416,154368.234
908,52625,53896,2217,13660,74759,37542,76100,79775,49200,47236,4149,72193,51432.156
909,75815,65361,21662,24611,18916,52412,54212,27123,42735,5028,44827,51117,876988.438
910,2329,32759,33175,68145,10851,23554,70401,26366,38881,31580,26219,47736,38447.449
911,38630,20556,56978,16630,15617,18948,53085,76169,7669,18463,56664,11200,94514.547
912,68073,63565,59457,20804,79603,57725,27340,46101,67686,62780,53156,29033,71673.547
913,10148,60995,40352,40353,68748,51891,34368,60562,25063,14829,59443,40061,289746.969
914,44224,45413,4256,55555,8082,2843,8441,32023,34083,52316,75236,29880,41458.848
915,60617,26697,39486,53366,62484,5662,10389,52585,12271,11389,63304,79076,196192.156
916,17468,63426,14433,78638,47969,14906,75449,18985,49517,20639,40441,24454,28505.873
917,65255,20927,48069,54401,45280,74289,8891,41238,40495,1624,53211,23083,423814.094
918,60924,61257,23686,44549,8727,4023,5165,59041,46944,78154,30609,28369,175092.688
919,67288,6476,55441,63204,39899,37567,2106,211,17795,7138,52234,62159,171089.328
920,72738,65389,48251,36568,2327,8765,30678,30492,71482,23747,1346,1129,582226.312
921,30124,51760,37555,1090,6865,8081,27660,21865,72542,28846,68198,14422,469063.312
922,64581,1768,19640,70210,26521,32251,44206,58154,7511,74959,29285,26188,31338.775
923,54835,58378,76908,48537,38119,53262,65160,21283,27263,50153,36390,50946,67198.727
924,70680,48624,60526,1476,1009,66244,73097,8260,12920,64875,53943,58935,87448.641
925,40459,72318,546,9096,75565,10063,64294,54989,48005,10190,1923,60961,24990.441
926,79809,73069,61118,54652,20813,72710,22951,69563,19512,11961,71820,47416,497774.656
927,43406,14124,225,27604,29695,48119,29177,28642,70638,54857,61634,36571,698041.625
928,65612,11086,45283,33789,31311,33721,30659,15976,63838,73916,5292,31087,511723.375
929,72847,24290,20459,2944,70048,6993,68165,72764,66253,54426,72570,49825,36054.246
930,3271,74629,3517,26439,44931,16908,50858,16070,23885,76139,5389,16946,111287.688
931,11834,32807,29856,16896,12349,3745,68940,2984,16483,47823,73143,7736,898247.5
932,21168,72935,18967,68935,74177,35104,68256,1391,73507,7255,45023,18959,170393.703
933,55197,15887,57154,18908,76670,56073,21823,49925,51242,29825,18929,16985,78732.812
934,50925,60599,4975,53999,55493,8591,54597,35793,16888,4878,7054,3592,237058.625
935,22774,10022,34833,57531,41768,14496,31332,21615,72587,49289,6596,15479,154837.594
936,27629,55718,45330,4656,66167,52252,63785,13163,33116,31234,28274,71216,201324.156
937,3045,65782,36797,75883,53662,54544,50686,16755,1089,37315,58163,62055,88243.445
938,9548,58848,15146,3717,44018,15745,3884,72859,63387,67941,9292,31944,296664.156
939,53063,28669,6870,62478,30326,876,60045,53253,15536,59911,66566,50274,45212.504
940,76002,66248,15013,74833,63776,9926,15703,69544,50216,67045,48921,71558,52062.645
941,61196,37106,69164,41195,39390,65627,35054,73473,33378,48652,75550,46435,123553.852
942,28120,3567,25557,61649,56203,16103,21901,71364,66111,33872,24881,68023,116123.352
943,19429,5375,61233,2851,19587,36171,76690,66271,44155,31355,10371,50183,34110.715
944,48811,43551,37218,20556,77886,26156,42329,1336,55962,36818,45200,590,42665.191
945,76524,59418,59601,66256,38424,892,29092,43381,22236,36130,21142,30967,144825.062
946,12844,29059,5945,18224,71760,44790,16355,35775,56648,51672,73108,64457,64880.137
947,51146,38799,61557,64380,11703,12291,48408,3656,22031,8056,30250,43618,96189.961
948,51222,23349,30548,13110,9790,42704,17668,9205,40641,74677,78737,55302,484873.781
949,71126,67287,74191,55358,14656,33026,2836,78619,46706,25514,14681,77095,79912.953
950,13537,55770,10161,23198,60523,77257,3475,72393,1748,71290,69556,48602,226272.312
951,67938,11460,66842,14317,70239,10679,77168,37032,66044,23379,70086,50447,58655.176
952,76246,71204,57220,79194,78448,20253,26539,64144,66908,2803,6463,16017,97936.172
953,25765,53634,4986,22277,69616,10361,76205,51280,46928,44103,16642,51764,59423.016
954,76070,69547,62435,64291,49314,14819,70171,79525,47991,29151,54322,51351,304226.344
955,45279,46207,25627,19720,34159,39674,44086,61647,15505,15495,72117,58396,1977558.625
956,71593,38144,67750,29123,33346,27927,71889,43885,57015,943,3689,11608,90555.148
957,18036,20790,63186,45761,73693,4563,61928,4633,44683,2086,74742,58000,84980.289
958,29539,14890,45972,70404,6858,27006,13006,45641,6935,67045,77340,77092,31778.283
959,74803,74245,35208,19321,63292,8106,75552,32715,57893,32329,66154,68957,147520.422
960,30635,19915,18540,1966,2771,27101,69512,38894,44489,68381,60201,6329,1074234.625
961,43098,61225,54108,44911,22935,65502,69405,61080,23164,28250,61255,16073,789065.125
962,51301,22906,8314,79202,3403,26607,10555,79173,71538,71821,62909,35644,6681.662
963,47146,65492,46234,14343,11293,15382,66392,27374,41746,26504,53508,7286,504718.094
964,62789,29355,13846,4755,59020,28029,77082,68872,66849,48621,65019,65392,162748.391
965,20121,52842,20459,4235,22128,71024,6439,21869,68933,65652,62210,68261,363149.812
966,42349,4790,13227,16823,15767,2834,72087,26920,20601,73368,15971,76962,569863.938
967,36817,60988,24837,16378,79507,64189,76994,13084,64000,48643,3616,71278,58501.707
968,21542,17319,1724,45,21325,28586,16961,12750,45715,7786,78113,3783,474816.031
969,3831,2993,45742,36189,62419,35178,41713,7770,30626,3425,56837,69840,303527.25
970,6847,300,35414,24394,64857,51682,22667,59376,57244,50543,67476,65002,208608.891
971,59282,67079,78983,71761,58647,63870,53009,52029,64145,20705,10827,44505,90729.109
972,14657,27153,61959,16018,27044,48612,18916,4484,49501,48764,38458,53856,79963.922
973,17393,51988,77633,63730,25610,55263,72820,13548,29890,32594,26796,55987,63284.977
